name,cores,freq,score
Intel Core i5-9300H,4,2400,3328
Intel Core i5-9400,6,2900,4585
Intel Core i5-9400F,6,2900,4630
Intel Core i5-9500,6,3000,4663
Intel Core i5-9600,6,3100,5090
Intel Core i5-9600K,6,3700,5564
Intel Core i5-9600KF,6,3700,5604
Intel Core i7-10510U,4,1800,3585
Intel Core i7-1060NG7,4,1200,2388
Intel Core i7-1068NG7,4,2300,4458
Intel Core i7-10700,8,2900,7924
Intel Core i7-10700K,8,3800,8974
Intel Core i7-10700KF,8,3800,8613
Intel Core i7-10750H,6,2600,5525
Intel Core i7-10875H,8,2300,7015
Intel Core i7-1165G7,4,2800,4658
Intel Core i7-2600,4,3400,2741
Intel Core i7-2600K,4,3400,3147
Intel Core i7-2600S,4,2800,2241
Intel Core i7-2620M,2,2700,1245
Intel Core i7-2630QM,4,2000,1901
Intel Core i7-2635QM,4,2000,1926
Intel Core i7-2637M,2,1700,1046
Intel Core i7-2640M,2,2800,1282
Intel Core i7-2670QM,4,2200,1915
Intel Core i7-2675QM,4,2200,1667
Intel Core i7-2677M,2,1800,922
Intel Core i7-2700K,4,3500,3070
Intel Core i7-2720QM,4,2200,1994
Intel Core i7-2760QM,4,2400,2090
Intel Core i7-2820QM,4,2300,2199
Intel Core i7-2860QM,4,2500,2326
Intel Core i7-2920XM,4,2500,2151
Intel Core i7-3517U,2,1900,1151
Intel Core i7-3520M,2,2900,1407
Intel Core i7-3537U,2,2000,1229
Intel Core i7-3540M,2,3000,1408
Intel Core i7-3610QM,4,2300,2464
Intel Core i7-3612QM,4,2100,2230
Intel Core i7-3615QM,4,2300,2515
Intel Core i7-3630QM,4,2400,2471
Intel Core i7-3632QM,4,2200,2301
Intel Core i7-3635QM,4,2400,2434
Intel Core i7-3667U,2,2000,1220
Intel Core i7-3687U,2,2100,1279
Intel Core i7-3720QM,4,2600,2729
Intel Core i7-3740QM,4,2700,2575
Intel Core i7-3770,4,3400,3082
Intel Core i7-3770K,4,3500,3331
Intel Core i7-3770S,4,3100,2864
Intel Core i7-3770T,4,2500,2718
Intel Core i7-3820,4,3600,3105
Intel Core i7-3820QM,4,2700,2807
Intel Core i7-3840QM,4,2800,2942
Intel Core i7-3930K,6,3200,4550
Intel Core i7-3940XM,4,3000,3097
Intel Core i7-3960X,6,3300,4705
Intel Core i7-3970X,6,3500,4680
Intel Core i7-4500U,2,1800,1268
Intel Core i7-4510U,2,2000,1335
Intel Core i7-4558U,2,2800,1654
Intel Core i7-4578U,2,3000,1453
Intel Core i7-4600M,2,2900,1548
Intel Core i7-4600U,2,2100,1318
Intel Core i7-4610M,2,3000,1615
Intel Core i7-4650U,2,1700,1270
Intel Core i7-4700HQ,4,2400,2742
Intel Core i7-4700MQ,4,2400,2614
Intel Core i7-4702HQ,4,2200,2683
Intel Core i7-4702MQ,4,2200,2533
Intel Core i7-4710HQ,4,2500,2681
Intel Core i7-4710MQ,4,2500,2739
Intel Core i7-4712HQ,4,2300,2584
Intel Core i7-4712MQ,4,2300,2679
Intel Core i7-4720HQ,4,2600,2781
Intel Core i7-4750HQ,4,2000,2731
Intel Core i7-4765T,4,2000,2492
Intel Core i7-4770,4,3400,3369
Intel Core i7-4770HQ,4,2200,3033
Intel Core i7-4770K,4,3500,3708
Intel Core i7-4770R,4,3200,3387
Intel Core i7-4770S,4,3100,3195
Intel Core i7-4770T,4,2500,3060
Intel Core i7-4771,4,3500,3462
Intel Core i7-4785T,4,2200,2682
Intel Core i7-4790,4,3600,3473
Intel Core i7-4790K,4,4000,3951
Intel Core i7-4790S,4,3200,3322
Intel Core i7-4790T,4,2700,3125
Intel Core i7-4800MQ,4,2700,2674
Intel Core i7-4810MQ,4,2800,2970
Intel Core i7-4820K,4,3700,3326
Intel Core i7-4850HQ,4,2300,3218
Intel Core i7-4860HQ,4,2400,2960
Intel Core i7-4870HQ,4,2500,3171
Intel Core i7-4900MQ,4,2800,3123
Intel Core i7-4910MQ,4,2900,3417
Intel Core i7-4930K,6,3400,4660
Intel Core i7-4930MX,4,3000,3071
Intel Core i7-4940MX,4,3100,3367
Intel Core i7-4960HQ,4,2600,3181
Intel Core i7-4960X,6,3600,4983
Intel Core i7-4980HQ,4,2800,3000
Intel Core i7-5500U,2,2400,1377
Intel Core i7-5557U,2,3100,1724
Intel Core i7-5600U,2,2600,1489
Intel Core i7-5650U,2,2200,1598
Intel Core i7-5700HQ,4,2700,2813
Intel Core i7-5775C,4,3300,4058
Intel Core i7-5820K,6,3300,5428
Intel Core i7-5930K,6,3500,5647
Intel Core i7-5960X,8,3000,7211
Intel Core i7-620M,2,2700,981
Intel Core i7-640LM,2,2100,783
Intel Core i7-640M,2,2800,959
Intel Core i7-640UM,2,1200,311
Intel Core i7-6560U,2,2200,1690
Intel Core i7-6567U,2,3300,1854
Intel Core i7-6650U,2,2200,1797
Intel Core i7-6660U,2,2400,1693
Intel Core i7-6700,4,3400,3790
Intel Core i7-6700HQ,4,2600,3065
Intel Core i7-6700K,4,4000,4450
Intel Core i7-6700T,4,2800,3331
Intel Core i7-6700TE,4,2400,3325
Intel Core i7-6770HQ,4,2600,2806
Intel Core i7-6800K,6,3400,5583
Intel Core i7-6820HK,4,2700,3682
Intel Core i7-6820HQ,4,2700,3157
Intel Core i7-6850K,6,3600,5829
Intel Core i7-6900K,8,3200,8002
Intel Core i7-6920HQ,4,2900,3499
Intel Core i7-6950X,10,3000,8837
Intel Core i7-720QM,4,1600,1130
Intel Core i7-740QM,4,1700,1254
Intel Core i7-7560U,2,2400,1813
Intel Core i7-7567U,2,3500,2160
Intel Core i7-7660U,2,2500,2008
Intel Core i7-7700,4,3600,4011
Intel Core i7-7700HQ,4,2800,3231
Intel Core i7-7700K,4,4200,4688
Intel Core i7-7700T,4,2900,3546
Intel Core i7-7740X,4,4300,4746
Intel Core i7-7800X,6,3500,6303
Intel Core i7-7820HK,4,2900,3887
Intel Core i7-7820HQ,4,2900,3456
Intel Core i7-7820X,8,3600,8425
Intel Core i7-7920HQ,4,3100,3549
Intel Core i7-8086K,6,4000,6930
Intel Core i7-820QM,4,1700,1139
Intel Core i7-840QM,4,1900,1286
Intel Core i7-8557U,4,1700,2894
Intel Core i7-8559U,4,2700,4092
Intel Core i7-8569U,4,2800,4057
Intel Core i7-860,4,2800,1911
Intel Core i7-8700,6,3200,5844
Intel Core i7-8700B,6,3200,5581
Intel Core i7-8700K,6,3700,6591
Intel Core i7-8700T,6,2400,4947
Intel Core i7-870,4,2900,2067
Intel Core i7-8705G,4,3100,3538
Intel Core i7-8750H,6,2200,4519
Intel Core i7-875K,4,2900,2348
Intel Core i7-8809G,4,3100,3739
Intel Core i7-8850H,6,2600,4558
Intel Core i7-920,4,2700,1915
Intel Core i7-920XM,4,2000,1286
Intel Core i7-930,4,2800,1900
Intel Core i7-940,4,2900,2058
Intel Core i7-950,4,3100,2105
Intel Core i7-960,4,3200,2138
Intel Core i7-965,4,3200,2347
Intel Core i7-9700,8,3000,6373
Intel Core i7-9700F,8,3000,6555
Intel Core i7-9700K,8,3600,7224
Intel Core i7-9700KF,8,3600,7113
Intel Core i7-970,6,3200,3237
Intel Core i7-9750H,6,2600,4859
Intel Core i7-975,4,3300,2456
Intel Core i7-9800X,8,3800,9193
Intel Core i7-980X,6,3300,3527
Intel Core i7-9850H,6,2600,4863
Intel Core i7-990X,6,3500,3661
Intel Core i9-10850K,10,3600,10546
Intel Core i9-10900,10,2800,9427
Intel Core i9-10900K,10,3700,10964
Intel Core i9-10900KF,10,3700,10622
Intel Core i9-10900X,10,3700,10575
Intel Core i9-10910,10,3600,9607
Intel Core i9-10920X,12,3500,12969
Intel Core i9-10940X,14,3300,13367
Intel Core i9-10980XE,18,3000,15371
Intel Core i9-7900X,10,3300,10054
Intel Core i9-7920X,12,2900,11821
Intel Core i9-7940X,14,3100,12858
Intel Core i9-7960X,16,2800,13679
Intel Core i9-7980XE,18,2600,15132
Intel Core i9-8950HK,6,2900,4802
Intel Core i9-9880H,8,2300,6109
Intel Core i9-9900,8,3100,7728
Intel Core i9-9900K,8,3600,8642
Intel Core i9-9900KF,8,3600,8613
Intel Core i9-9900KS,8,4000,9184
Intel Core i9-9900X,10,3500,10204
Intel Core i9-9920X,12,3500,11930
Intel Core i9-9940X,14,3300,13844
Intel Core i9-9960X,16,3100,14101
Intel Core i9-9980HK,8,2400,6462
Intel Core i9-9980XE,18,3000,15338
Intel Core M-5Y10,2,800,935
Intel Core M-5Y10c,2,800,958
Intel Core M-5Y51,2,1100,932
Intel Core M-5Y70,2,1100,960
Intel Pentium 2020M,2,2400,814
Intel Pentium 2030M,2,2500,911
Intel Pentium 2117U,2,1800,636
Intel Pentium 2127U,2,1900,661
Intel Pentium 3556U,2,1700,674
Intel Pentium 3805U,2,1900,737
Intel Pentium 3825U,2,1900,890
Intel Pentium 4405U,2,2100,1051
Intel Pentium 4415U,2,2300,1172
Intel Pentium 4415Y,2,1600,862
Intel Pentium 4 531/630,1,3000,234
Intel Pentium 987,2,1500,377
Intel Pentium 997,2,1600,434
Intel Pentium A1020,4,2400,706
Intel Pentium B940,2,2000,613
Intel Pentium B950,2,2100,654
Intel Pentium B960,2,2200,662
Intel Pentium B970,2,2300,749
Intel Pentium B980,2,2400,753
Intel Pentium D 820/915/920,2,2800,337
Intel Pentium D 830/925/930,2,3000,360
Intel Pentium E2160,2,1800,343
Intel Pentium E2180,2,2000,373
Intel Pentium E2200,2,2200,413
Intel Pentium E2220,2,2400,491
Intel Pentium E5200,2,2500,531
Intel Pentium E5300,2,2600,528
Intel Pentium E5400,2,2700,562
Intel Pentium E5500,2,2800,560
Intel Pentium E5700,2,3000,595
Intel Pentium E5800,2,3200,635
Intel Pentium E6500,2,2900,634
Intel Pentium E6600,2,3100,622
Intel Pentium E6700,2,3200,669
Intel Pentium G2010,2,2800,916
Intel Pentium G2020,2,2900,999
Intel Pentium G2030,2,3000,1009
Intel Pentium G2030T,2,2600,901
Intel Pentium G2120,2,3100,1037
Intel Pentium G2130,2,3200,1136
Intel Pentium G3220,2,3000,1112
Intel Pentium G3220T,2,2600,987
Intel Pentium G3240,2,3100,1134
Intel Pentium G3240T,2,2700,908
Intel Pentium G3250,2,3200,1196
Intel Pentium G3258,2,3200,1527
Intel Pentium G3260,2,3300,1217
Intel Pentium G3420,2,3200,1282
Intel Pentium G4400,2,3300,1426
Intel Pentium G4400T,2,2900,1113
Intel Pentium G4500,2,3500,1589
Intel Pentium G4560,2,3500,1858
Intel Pentium G4600,2,3600,1887
Intel Pentium G4620,2,3700,2003
Intel Pentium G620,2,2600,812
Intel Pentium G630,2,2700,851
Intel Pentium G640,2,2800,773
Intel Pentium G645,2,2900,915
Intel Pentium G645T,2,2500,785
Intel Pentium G6950,2,2800,770
Intel Pentium G840,2,2800,910
Intel Pentium G850,2,2900,962
Intel Pentium G860,2,3000,945
Intel Pentium G870,2,3100,949
Intel Pentium Gold 4417U,2,2300,1184
Intel Pentium Gold G5400,2,3700,1969
Intel Pentium J3710,4,1600,765
Intel Pentium J4205,4,1500,1040
Intel Pentium N3520,4,2200,652
Intel Pentium N3530,4,2200,658
Intel Pentium N3540,4,2200,692
Intel Pentium N3700,4,1600,664
Intel Pentium N4200,4,1100,943
Intel Pentium P6000,2,1900,534
Intel Pentium P6100,2,2000,499
Intel Pentium P6200,2,2100,533
Intel Pentium Silver J5005,4,1500,1465
Intel Pentium Silver N5000,4,1100,1193
Intel Pentium SU4100,2,1300,317
Intel Pentium T3200,2,2000,446
Intel Pentium T3400,2,2200,423
Intel Pentium T4200,2,2000,441
Intel Pentium T4300,2,2100,441
Intel Pentium T4400,2,2200,482
Intel Pentium T4500,2,2300,469
Intel Xeon,4,2200,3089
Intel Xeon E-2176M,6,2700,4645
Intel Xeon E-2276M,6,2800,5046
Intel Xeon E-2288G,8,3700,7979
Intel Xeon E3-1220,4,3100,2143
Intel Xeon E3-1220 v2,4,3100,2411
Intel Xeon E3-1220 v3,4,3100,2544
Intel Xeon E3-1220 v5,4,3000,2672
Intel Xeon E3-1220 v6,4,3000,2933
Intel Xeon E3-1225,4,3100,1984
Intel Xeon E3-1225 V2,4,3200,2450
Intel Xeon E3-1225 v3,4,3200,2839
Intel Xeon E3-1225 v5,4,3300,3030
Intel Xeon E3-1225 v6,4,3300,3026
Intel Xeon E3-1226 v3,4,3300,2807
Intel Xeon E3-1230,4,3200,2479
Intel Xeon E3-1230V2,4,3300,2929
Intel Xeon E3-1230 v3,4,3300,3335
Intel Xeon E3-1230 v5,4,3400,3623
Intel Xeon E3-1230 v6,4,3500,3749
Intel Xeon E3-1231 v3,4,3400,3281
Intel Xeon E3-1240,4,3300,2559
Intel Xeon E3-1240 v2,4,3400,2925
Intel Xeon E3-1240 v3,4,3400,3330
Intel Xeon E3-1240 v5,4,3500,3866
Intel Xeon E3-1240 v6,4,3700,4104
Intel Xeon E3-1241 v3,4,3500,3516
Intel Xeon E3-1245,4,3300,2647
Intel Xeon E3-1245 V2,4,3400,2962
Intel Xeon E3-1245 v3,4,3400,3335
Intel Xeon E3-1245 v5,4,3500,3747
Intel Xeon E3-1245 v6,4,3700,3759
Intel Xeon E3-1246 v3,4,3500,3590
Intel Xeon E3-1260L,4,2400,1812
Intel Xeon E3-1265L v2,4,2500,2342
Intel Xeon E3-1265L v3,4,2500,2684
Intel Xeon E3-1270,4,3400,2850
Intel Xeon E3-1270 V2,4,3500,3163
Intel Xeon E3-1270 v3,4,3500,3310
Intel Xeon E3-1270 v5,4,3600,3683
Intel Xeon E3-1270 v6,4,3800,4002
Intel Xeon E3-1271 v3,4,3600,3576
Intel Xeon E3-1275L v3,4,2700,3198
Intel Xeon E3-1275 v2,4,3500,2548
Intel Xeon E3-1275 v5,4,3600,3820
Intel Xeon E3-1275 v6,4,3800,3924
Intel Xeon E3-1276 v3,4,3600,3439
Intel Xeon E3-1280,4,3500,2632
Intel Xeon E3-1280 V2,4,3600,3162
Intel Xeon E3-1285L v3,4,3100,2619
Intel Xeon E3-1285L v4,4,3400,3883
Intel Xeon E3-1505M v5,4,2800,3286
Intel Xeon E3-1505M v6,4,3000,2719
Intel Xeon E3-1535M v5,4,2900,3135
Intel Xeon E3-1535M v6,4,3100,3769
Intel Xeon E3-1545M v5,4,2900,3541
Intel Xeon E5-1603,4,2800,2018
Intel Xeon E5-1607,4,3000,2089
Intel Xeon E5-1607 v2,4,3000,2330
Intel Xeon E5-1620,4,3600,3088
Intel Xeon E5-1620 v2,4,3700,3242
Intel Xeon E5-1620 v3,4,3500,3537
Intel Xeon E5-1620 v4,4,3500,3643
Intel Xeon E5-1630 v3,4,3700,3651
Intel Xeon E5-1630 v4,4,3700,3508
Intel Xeon E5-1650,6,3200,4271
Intel Xeon E5-1650 v2,6,3500,4802
Intel Xeon E5-1650 v3,6,3500,5448
Intel Xeon E5-1650 v4,6,3600,5706
Intel Xeon E5-1660,6,3300,4500
Intel Xeon E5-1660 v2,6,3700,4795
Intel Xeon E5-1660 v3,8,3000,7812
Intel Xeon E5-1660 v4,8,3200,7014
Intel Xeon E5-1680 v2,8,3000,6957
Intel Xeon E5-1680 v4,8,3400,7078
Intel Xeon E5-2407,4,2200,1519
Intel Xeon E5-2420,6,1900,2661
Intel Xeon E5-2420 v2,6,2200,3238
Intel Xeon E5-2430 v2,6,2500,3264
Intel Xeon E5-2470 v2,10,2400,5684
Intel Xeon E5-2609,4,2400,1727
Intel Xeon E5-2609 v4,8,1700,2973
Intel Xeon E5-2620,6,2000,2860
Intel Xeon E5-2620 v2,6,2100,3106
Intel Xeon E5-2620 v3,6,2400,3831
Intel Xeon E5-2620 v4,8,2100,4814
Intel Xeon E5-2623 v4,4,2600,3254
Intel Xeon E5-2630,6,2300,2784
Intel Xeon E5-2630L,6,2000,2928
Intel Xeon E5-2630L v3,8,1800,4447
Intel Xeon E5-2630 v2,6,2600,3744
Intel Xeon E5-2630 v3,8,2400,4988
Intel Xeon E5-2630 v4,10,2200,6262
Intel Xeon E5-2637 v2,4,3500,3691
Intel Xeon E5-2637 v3,4,3500,3722
Intel Xeon E5-2640,6,2500,3356
Intel Xeon E5-2640 v2,8,2000,3914
Intel Xeon E5-2640 v3,8,2600,5466
Intel Xeon E5-2640 v4,10,2400,6529
Intel Xeon E5-2643,4,3300,2699
Intel Xeon E5-2650,8,2000,3757
Intel Xeon E5-2650 v2,8,2600,5001
Intel Xeon E5-2650 v3,10,2300,5608
Intel Xeon E5-2660,8,2200,3759
Intel Xeon E5-2660 v2,10,2200,5162
Intel Xeon E5-2660 v3,10,2600,7104
Intel Xeon E5-2665,8,2400,4438
Intel Xeon E5-2667,6,2900,3920
Intel Xeon E5-2667 v2,8,3300,6057
Intel Xeon E5-2667 v3,8,3200,3130
Intel Xeon E5-2670,8,2600,4617
Intel Xeon E5-2670 v2,10,2500,5503
Intel Xeon E5-2670 v3,12,2300,7546
Intel Xeon E5-2676 v3,2,2400,2252
Intel Xeon E5-2678 v3,12,2500,7812
Intel Xeon E5-2680,8,2700,4981
Intel Xeon E5-2680 v2,10,2800,6221
Intel Xeon E5-2680 v3,12,2500,7833
Intel Xeon E5-2680 v4,14,2400,8839
Intel Xeon E5-2683 v3,14,2000,7677
Intel Xeon E5-2683 v4,16,2100,8692
Intel Xeon E5-2687W,8,3100,5125
Intel Xeon E5-2687W v2,8,3400,6094
Intel Xeon E5-2687W v3,10,3100,7504
Intel Xeon E5-2690,8,2900,5346
Intel Xeon E5-2690 v2,10,3000,6316
Intel Xeon E5-2690 v3,12,2600,8810
Intel Xeon E5-2690 v4,14,2600,10678
Intel Xeon E5-2695 v2,12,2400,6076
Intel Xeon E5-2696 v2,12,2500,7357
Intel Xeon E5-2696 v3,18,2300,11075
Intel Xeon E5-2696 v4,22,2200,11581
Intel Xeon E5-2697 v2,12,2700,7044
Intel Xeon E5-2697 v3,14,2600,9026
Intel Xeon E5-2698 v3,16,2300,9318
Intel Xeon E5-2699 v4,22,2200,12606
Intel Xeon E5410,4,2300,1130
Intel Xeon E5420,4,2500,1234
Intel Xeon E5430,4,2700,1150
Intel Xeon E5440,4,2800,1328
Intel Xeon E5450,4,3000,1394
Intel Xeon E5462,4,2800,1207
Intel Xeon E5472,4,3000,1404
Intel Xeon E5504,4,2000,1055
Intel Xeon E5520,4,2300,1867
Intel Xeon E5606,4,2100,1047
Intel Xeon E5620,4,2400,2102
Intel Xeon E5630,4,2500,2030
Intel Xeon E5645,6,2400,2987
Intel Xeon E5649,6,2500,2956
Intel Xeon Gold 5218R,20,2100,13292
Intel Xeon Gold 6126,12,2600,12069
Intel Xeon L5420,4,2500,1102
Intel Xeon L5640,6,2300,2411
Intel Xeon Processor E5-1680 v3,8,3200,6226
Intel Xeon Silver 4110,8,2100,4869
Intel Xeon Silver 4112,4,2600,3212
Intel Xeon Silver 4114,10,2200,5820
Intel Xeon Silver 4214,12,2200,8096
Intel Xeon W-2123,4,3600,3943
Intel Xeon W-2125,4,4000,4516
Intel Xeon W-2133,6,3600,5820
Intel Xeon W-2135,6,3700,6191
Intel Xeon W-2140B,8,3200,7846
Intel Xeon W-2145,8,3700,8559
Intel Xeon W-2150B,10,3000,8808
Intel Xeon W-2155,10,3300,9988
Intel Xeon W-2191B,18,2300,12513
Intel Xeon W-3175X,28,3100,22527
Intel Xeon W-3223,8,3500,7569
Intel Xeon W-3235,12,3300,12013
Intel Xeon W-3245,16,3200,14713
Intel Xeon W-3275M,28,2500,18263
Intel Xeon W3520,4,2700,1898
Intel Xeon W3530,4,2800,2020
Intel Xeon W3540,4,2900,2171
Intel Xeon W3550,4,3100,2070
Intel Xeon W3565,4,3200,2082
Intel Xeon W3580,4,3300,2451
Intel Xeon W3670,6,3200,3163
Intel Xeon W3680,6,3300,3395
Intel Xeon W3690,6,3500,3550
Intel Xeon W5580,4,3200,2300
Intel Xeon X3360,4,2800,1296
Intel Xeon X3370,4,3000,1428
Intel Xeon X3430,4,2400,1413
Intel Xeon X3440,4,2500,1809
Intel Xeon X3450,4,2700,1833
Intel Xeon X5450,4,3000,1343
Intel Xeon X5460,4,3200,1361
Intel Xeon X5482,4,3200,1348
Intel Xeon X5550,4,2700,2589
Intel Xeon X5560,4,2800,1877
Intel Xeon X5570,4,2900,2498
Intel Xeon X5650,6,2700,3041
Intel Xeon X5660,6,2800,3042
Intel Xeon X5670,6,2900,3242
Intel Xeon X5675,6,3100,3209
Intel Xeon X5677,4,3500,2916
Intel Xeon X5680,6,3300,3306
Intel Xeon X5690,6,3500,3629
